145	로맥	21S1B	-0.304	100	93	770.0	733	690	41	2	.997	8.54	2.52	0.00	0.00	0.00	1.05	3.57	5.55	-6.63	-3.06	0.356	-0.304
146	페르난	21두1B	-0.307	18	17	140.0	115	107	5	3	.974	7.20	-1.57	0.00	0.00	0.00	-0.34	-1.91	-16.33	-1.22	-3.13	-0.187	-0.307
147	배성근	21롯2B	-0.331	67	21	262.2	134	61	66	7	.948	4.35	-3.82	0.00	0.00	0.00	-0.51	-4.33	-19.75	1.01	-3.32	-0.431	-0.331
148	류지혁	21K1B	-0.336	90	77	672.2	423	322	93	8	.981	5.55	-1.43	0.00	0.00	0.00	0.11	-1.32	-2.35	-2.07	-3.39	-0.131	-0.336
149	황재균	21K1B	-0.362	115	112	940.1	263	69	178	16	.939	2.36	-5.01	0.00	0.00	0.00	-0.28	-5.28	-6.72	1.61	-3.67	-0.521	-0.362
150	정훈	21롯1B	-0.437	100	94	796.2	793	748	44	1	.999	8.95	1.19	0.00	0.00	0.00	1.30	2.49	3.75	-6.91	-4.41	0.246	-0.437
151	박병호	21키1B	-0.494	97	96	810.2	849	776	67	6	.993	9.36	1.70	0.00	0.00	0.00	0.32	2.03	2.99	-7.00	-4.97	0.201	-0.494
152	안치홍	21롯2B	-0.506	110	108	908.2	475	176	289	10	.979	4.61	-7.10	0.00	0.00	0.00	0.37	-6.74	-8.87	1.59	-5.15	-0.661	-0.506
153	허경민	21두3B	-0.550	130	116	984.2	261	92	161	8	.969	2.31	-8.72	0.00	0.00	0.00	1.47	-7.25	-8.82	1.70	-5.55	-0.719	-0.550
154	오재일	21삼1B	-0.574	117	113	936.0	917	864	51	2	.998	8.80	0.96	0.00	0.00	0.00	1.36	2.32	2.96	-8.14	-5.83	0.228	-0.574
155	황대인	21K1B	-0.612	71	64	546.0	531	502	26	3	.994	8.70	-1.87	0.00	0.00	0.00	0.43	-1.44	-3.16	-4.69	-6.13	-0.144	-0.612
156	양석환	21두1B	-0.927	127	125	1014.1	920	854	58	8	.991	8.09	-0.89	0.00	0.00	0.00	0.31	-0.58	-0.69	-8.84	-9.42	-0.057	-0.927
157	강진성	21N1B	-1.277	120	115	970.1	907	837	57	13	.986	8.29	-3.69	0.00	0.00	0.00	-0.78	-4.46	-5.50	-8.34	-12.81	-0.445	-1.277
158	강백호	21K1B	-1.294	133	128	1068.0	1148	1023	106	19	.983	9.51	-2.13	0.00	0.00	0.00	-1.79	-3.92	-4.39	-9.48	-13.40	-0.379	-1.294
